Naam1,Naam2,AantalInteracties
"B.A.M. Braakhuis","H.J. Ormel",1
"B.A.M. Braakhuis","H.P.J. van Gerven",2
"B.A.M. Braakhuis","J.A. Hennis-Plasschaert",2
"B.A.M. Braakhuis","J.F. Klaver",1
"B.A.M. Braakhuis","J.H. ten Broeke",3
"B.A.M. Braakhuis","J.J. (Jasper) van Dijk",1
"B.A.M. Braakhuis","J.J.G. van Bemmel",3
"B.A.M. Braakhuis","J.S. Voordewind",17
"B.A.M. Braakhuis","K. Verhoeven",27
"B.A.M. Braakhuis","Kuiken A.H.",1
"B.A.M. Braakhuis","L. Bontes",1
"B.A.M. Braakhuis","L. Jacobi",5
"B.A.M. Braakhuis","M. Peters",3
"B.A.M. Braakhuis","M.A. Berndsen",1
"B.A.M. Braakhuis","M.G.J. Harbers",6
"B.A.M. Braakhuis","M.H.P. van Dam",8
"B.A.M. Braakhuis","M.I. Hamer",9
"B.A.M. Braakhuis","M.L. Thieme",10
"B.A.M. Braakhuis","M.M. van Toorenburg",1
"B.A.M. Braakhuis","P.E. Smeets",4
"B.A.M. Braakhuis","P.F.C. (Paulus) Jansen",1
"B.A.M. Braakhuis","P.H. Omtzigt",7
"B.A.M. Braakhuis","P.J.M.G. Blanksma-van den Heuvel",7
"B.A.M. Braakhuis","R. Vermeij",3
"B.A.M. Braakhuis","R.A. van Vliet",7
"B.A.M. Braakhuis","R.H.A. Plasterk",26
"B.A.M. Braakhuis","S. van Veldhoven",7
"B.A.M. Braakhuis","S.A.M. Dijksma",26
"B.A.M. Braakhuis","S.M.J.G. Gesthuizen",35
"B.A.M. Braakhuis","T.R. van Dekken",4
"B.A.M. Braakhuis","V.A. Groot",25
"B.A.M. Braakhuis","W. Hachchi",2
"B.A.M. Braakhuis","W. Koolmees",38
"B.A.M. Braakhuis","W.R.F. Kortenoeven",2
"B.C. de Liefde","B. van der Ham",1
"B.C. de Liefde","C.G. van der Staaij",1
"B.C. de Liefde","J.J.G.M. Biskop",1
"B.C. de Liefde","M.C.I. van der Werf",1
"B.C. de Liefde","M.M. van Toorenburg",1
"B.C. de Liefde","W. van Gent",1
"B.G. de Boer","B.J. van Bochove",4
"B.G. de Boer","C.A. Ortega-Martijn",1
"B.G. de Boer","E. Lucassen",3
"B.G. de Boer","J.S. Monasch",1
"B.G. de Boer","K. Verhoeven",3
"B.G. de Boer","P.F.C. (Paulus) Jansen",1
"B.I. van der Burg","A. Elissen",1
"B.I. van der Burg","A. Slob",1
"B.I. van der Burg","C.G. van der Staaij",1
"B.I. van der Burg","G.P.J. Koopmans",5
"B.I. van der Burg","H. Brinkman",1
"B.I. van der Burg","J.R.V.A. Dijsselbloem",1
"B.I. van der Burg","L. Bontes",1
"B.I. van der Burg","L.M.J.S. Helder",1
"B.I. van der Burg","M.C.A. Smilde",1
"B.I. van der Burg","M.M. van Toorenburg",1
"B.I. van der Burg","W.R. Dille",8
"B.J. van Bochove","A. Bosman",9
"B.J. van Bochove","A. Elissen",1
"B.J. van Bochove","A. Marcouch",1
"B.J. van Bochove","A. Slob",2
"B.J. van Bochove","A.A.G.M. van Raak",9
"B.J. van Bochove","B.G. de Boer",4
"B.J. van Bochove","C.A. Ortega-Martijn",12
"B.J. van Bochove","C.G. van der Staaij",3
"B.J. van Bochove","C.J.E. Kooiman",1
"B.J. van Bochove","E. Lucassen",3
"B.J. van Bochove","H. Brinkman",1
"B.J. van Bochove","J. Recourt",1
"B.J. van Bochove","J.A. Hennis-Plasschaert",1
"B.J. van Bochove","J.S. Monasch",6
"B.J. van Bochove","K. Verhoeven",1
"B.J. van Bochove","L.G.J. Voortman",1
"B.J. van Bochove","M.A. Berndsen",1
"B.J. van Bochove","M.H.P. van Dam",5
"B.J. van Bochove","P.F.C. (Paulus) Jansen",5
"B.J. van Bochove","T. Dibi",1
"B.J. van Bochove","W. Hachchi",6
"B.J. van Bochove","W. van Gent",10
"C. Ã‡Ã¶rÃ¼z","A. Elissen",5
"C. Ã‡Ã¶rÃ¼z","A. Marcouch",6
"C. Ã‡Ã¶rÃ¼z","A. Rouvoet",1
"C. Ã‡Ã¶rÃ¼z","A.A.G.M. van Raak",5
"C. Ã‡Ã¶rÃ¼z","A.G. Schouw",1
"C. Ã‡Ã¶rÃ¼z","C. van Nieuwenhuizen",1
"C. Ã‡Ã¶rÃ¼z","C.G. van der Staaij",8
"C. Ã‡Ã¶rÃ¼z","C.J. Schouten",2
"C. Ã‡Ã¶rÃ¼z","F. Teeven",1
"C. Ã‡Ã¶rÃ¼z","G.A. van der Steur",10
"C. Ã‡Ã¶rÃ¼z","H. Brinkman",7
"C. Ã‡Ã¶rÃ¼z","J. Recourt",6
"C. Ã‡Ã¶rÃ¼z","J.A. Hennis-Plasschaert",11
"C. Ã‡Ã¶rÃ¼z","J.S. Voordewind",2
"C. Ã‡Ã¶rÃ¼z","K. Arib",1
"C. Ã‡Ã¶rÃ¼z","K.H.D.M. Dijkhoff",1
"C. Ã‡Ã¶rÃ¼z","Kuiken A.H.",1
"C. Ã‡Ã¶rÃ¼z","L.M.J.S. Helder",7
"C. Ã‡Ã¶rÃ¼z","M.A. Berndsen",6
"C. Ã‡Ã¶rÃ¼z","P.H. Omtzigt",1
"C. Ã‡Ã¶rÃ¼z","R. de Roon",1
"C. Ã‡Ã¶rÃ¼z","S.M.J.G. Gesthuizen",2
"C. Ã‡Ã¶rÃ¼z","T. Dibi",6
"C. van Nieuwenhuizen","A.G. Schouw",1
"C. van Nieuwenhuizen","C. Ã‡Ã¶rÃ¼z",1
"C. van Nieuwenhuizen","K.C.J. Straus",1
"C. van Nieuwenhuizen","M.A. Berndsen",1
"C. van Nieuwenhuizen","T. Dibi",1
"C. van Nieuwenhuizen","W.R.C. Sterk",2
"C. van Nieuwenhuizen-Wijbenga","A.G. Schouw",1
"C. van Nieuwenhuizen-Wijbenga","C.A. Ortega-Martijn",1
"C. van Nieuwenhuizen-Wijbenga","E. Dijkgraaf",2
"C. van Nieuwenhuizen-Wijbenga","F. Koser Kaya",2
"C. van Nieuwenhuizen-Wijbenga","I.H.C. van den Besselaar",1
"C. van Nieuwenhuizen-Wijbenga","J.S. Voordewind",1
"C. van Nieuwenhuizen-Wijbenga","M. Azmani",1
"C. van Nieuwenhuizen-Wijbenga","M.H.P. van Dam",3
"C. van Nieuwenhuizen-Wijbenga","M.L. Thieme",2
"C. van Nieuwenhuizen-Wijbenga","R.W. Knops",2
"C. van Nieuwenhuizen-Wijbenga","S. Karabulut",2
"C. van Nieuwenhuizen-Wijbenga","S.R. Fritsma",4
"C. van Nieuwenhuizen-Wijbenga","T. Dibi",2
"C. van Nieuwenhuizen-Wijbenga","W.R.C. Sterk",3
"C. van Nieuwenhuizen-Wijbenga","Y.J. van Hijum",2
"C.A. Ortega-Martijn","A. Bosman",3
"C.A. Ortega-Martijn","A. Slob",4
"C.A. Ortega-Martijn","A.A.G.M. van Raak",8
"C.A. Ortega-Martijn","A.G. Schouw",3
"C.A. Ortega-Martijn","B. van der Ham",6
"C.A. Ortega-Martijn","B.G. de Boer",1
"C.A. Ortega-Martijn","B.J. van Bochove",12
"C.A. Ortega-Martijn","C. van Nieuwenhuizen-Wijbenga",1
"C.A. Ortega-Martijn","C.G. van der Staaij",7
"C.A. Ortega-Martijn","C.J. Schouten",4
"C.A. Ortega-Martijn","E. Dijkgraaf",6
"C.A. Ortega-Martijn","E. Lucassen",3
"C.A. Ortega-Martijn","E.E. Wiegman-van Meppelen Scheppink",2
"C.A. Ortega-Martijn","F. Koser Kaya",24
"C.A. Ortega-Martijn","H. Brinkman",2
"C.A. Ortega-Martijn","H.J. Beertema",1
"C.A. Ortega-Martijn","H.J. Grashoff",3
"C.A. Ortega-Martijn","I.H.C. van den Besselaar",5
"C.A. Ortega-Martijn","J. Recourt",2
"C.A. Ortega-Martijn","J.C.M. Sap",2
"C.A. Ortega-Martijn","J.F. Klaver",26
"C.A. Ortega-Martijn","J.J. (Jasper) van Dijk",3
"C.A. Ortega-Martijn","J.J.G.M. Biskop",2
"C.A. Ortega-Martijn","J.L. Spekman",11
"C.A. Ortega-Martijn","J.R.V.A. Dijsselbloem",2
"C.A. Ortega-Martijn","J.S. Monasch",4
"C.A. Ortega-Martijn","J.S. Voordewind",1
"C.A. Ortega-Martijn","K. Verhoeven",1
"C.A. Ortega-Martijn","K.G. Ferrier",2
"C.A. Ortega-Martijn","L.G.J. Voortman",2
"C.A. Ortega-Martijn","M. Azmani",4
"C.A. Ortega-Martijn","M. Ã‡elik",1
"C.A. Ortega-Martijn","M.E. Huizing",1
"C.A. Ortega-Martijn","M.H.P. van Dam",7
"C.A. Ortega-Martijn","M.I. Hamer",10
"C.A. Ortega-Martijn","M.L. Thieme",2
"C.A. Ortega-Martijn","P. Ulenbelt",3
"C.A. Ortega-Martijn","P.F.C. (Paulus) Jansen",12
"C.A. Ortega-Martijn","P.M.M. Heijnen",3
"C.A. Ortega-Martijn","R. Vermeij",8
"C.A. Ortega-Martijn","S. Karabulut",9
"C.A. Ortega-Martijn","S.M.J.G. Gesthuizen",2
"C.A. Ortega-Martijn","S.R. Fritsma",1
"C.A. Ortega-Martijn","T. Dibi",2
"C.A. Ortega-Martijn","T.M. Jadnanansing",2
"C.A. Ortega-Martijn","T.M.Ch. Elias",1
"C.A. Ortega-Martijn","W. Hachchi",7
"C.A. Ortega-Martijn","W. van Gent",10
"C.A. Ortega-Martijn","W.R.C. Sterk",2
"C.A. Ortega-Martijn","Y.J. van Hijum",9
"C.G. van der Staaij","A. Bosman",4
"C.G. van der Staaij","A. El Fassed",11
"C.G. van der Staaij","A. Elissen",4
"C.G. van der Staaij","A. Marcouch",10
"C.G. van der Staaij","A. Mulder",3
"C.G. van der Staaij","A. NicolaÃ¯",7
"C.G. van der Staaij","A. Pechtold",12
"C.G. van der Staaij","A. Rouvoet",20
"C.G. van der Staaij","A. Slob",11
"C.G. van der Staaij","A.A.G.M. van Raak",14
"C.G. van der Staaij","A.G. Schouw",13
"C.G. van der Staaij","A.G. Wolbert",16
"C.G. van der Staaij","A.M.C. Eijsink",7
"C.G. van der Staaij","A.S. Uitslag",8
"C.G. van der Staaij","B.C. de Liefde",1
"C.G. van der Staaij","B.I. van der Burg",1
"C.G. van der Staaij","B.J. van Bochove",3
"C.G. van der Staaij","C. Ã‡Ã¶rÃ¼z",8
"C.G. van der Staaij","C.A. Ortega-Martijn",7
"C.G. van der Staaij","C.J. Schouten",8
"C.G. van der Staaij","C.J.E. Kooiman",13
"C.G. van der Staaij","D.M. Samsom",1
"C.G. van der Staaij","E. Dijkgraaf",4
"C.G. van der Staaij","E. Lucassen",1
"C.G. van der Staaij","E. Ouwehand",5
"C.G. van der Staaij","E. van der Veen",6
"C.G. van der Staaij","E.E. Wiegman-van Meppelen Scheppink",60
"C.G. van der Staaij","E.G.M. Roemer",6
"C.G. van der Staaij","F. Halsema",1
"C.G. van der Staaij","F. Teeven",1
"C.G. van der Staaij","F.C.G.M. Timmermans",7
"C.G. van der Staaij","G. Wilders",1
"C.G. van der Staaij","G.A. van der Steur",6
"C.G. van der Staaij","G.P.J. Koopmans",6
"C.G. van der Staaij","H. Brinkman",4
"C.G. van der Staaij","H. van Bommel",8
"C.G. van der Staaij","H. Zijlstra",1
"C.G. van der Staaij","H.G.J. Bruins Slot",4
"C.G. van der Staaij","H.J. Ormel",17
"C.G. van der Staaij","H.P.J. van Gerven",1
"C.G. van der Staaij","J. Klijnsma",2
"C.G. van der Staaij","J. Recourt",5
"C.G. van der Staaij","J.A. Hennis-Plasschaert",7
"C.G. van der Staaij","J.C.M. Sap",5
"C.G. van der Staaij","J.H. ten Broeke",8
"C.G. van der Staaij","J.H.A. Driessen",1
"C.G. van der Staaij","J.J. (Jasper) van Dijk",2
"C.G. van der Staaij","J.J. van Klaveren",4
"C.G. van der Staaij","J.L. Spekman",4
"C.G. van der Staaij","J.S. Monasch",1
"C.G. van der Staaij","J.S. Voordewind",56
"C.G. van der Staaij","K. Arib",5
"C.G. van der Staaij","K. Gerbrands",3
"C.G. van der Staaij","K.G. Ferrier",1
"C.G. van der Staaij","K.H.D.M. Dijkhoff",1
"C.G. van der Staaij","Kuiken A.H.",1
"C.G. van der Staaij","L. Bontes",1
"C.G. van der Staaij","L.G.J. Voortman",30
"C.G. van der Staaij","L.M.J.S. Helder",5
"C.G. van der Staaij","L.T. Bouwmeester",5
"C.G. van der Staaij","M. Agema",5
"C.G. van der Staaij","M.A. Berndsen",11
"C.G. van der Staaij","M.C.A. Smilde",5
"C.G. van der Staaij","M.H.P. van Dam",2
"C.G. van der Staaij","M.J. Cohen",7
"C.G. van der Staaij","M.L. Thieme",10
"C.G. van der Staaij","M.M. van Toorenburg",10
"C.G. van der Staaij","P.A. Dijkstra",15
"C.G. van der Staaij","P.H. Omtzigt",1
"C.G. van der Staaij","R. de Roon",3
"C.G. van der Staaij","R.H.A. Plasterk",1
"C.G. van der Staaij","R.M. Leijten",14
"C.G. van der Staaij","R.W. Knops",7
"C.G. van der Staaij","S. van Haersma Buma",3
"C.G. van der Staaij","S. van Veldhoven",2
"C.G. van der Staaij","S.A. Blok",3
"C.G. van der Staaij","S.M.J.G. Gesthuizen",7
"C.G. van der Staaij","S.W. Dikkers",10
"C.G. van der Staaij","T. Dibi",19
"C.G. van der Staaij","T. Venrooy-van Ark",4
"C.G. van der Staaij","W. Hachchi",11
"C.G. van der Staaij","W. Koolmees",1
"C.G. van der Staaij","W. van Gent",6
"C.G. van der Staaij","W.J.H. Lodders",1
"C.G. van der Staaij","W.R. Dille",2
"C.G. van der Staaij","W.R.F. Kortenoeven",12
"C.J. Schouten","A. El Fassed",1
"C.J. Schouten","A. Marcouch",2
"C.J. Schouten","A.A.G.M. van Raak",3
"C.J. Schouten","A.G. Schouw",2
"C.J. Schouten","A.H.M. Schaart",1
"C.J. Schouten","A.J. Koppejan",3
"C.J. Schouten","A.P.C. (Tony) van Dijck",1
"C.J. Schouten","B.A.M. Braakhuis",26
"C.J. Schouten","C. Ã‡Ã¶rÃ¼z",2
"C.J. Schouten","C.A. Ortega-Martijn",4
"C.J. Schouten","C.G. van der Staaij",8
"C.J. Schouten","C.J.E. Kooiman",4
"C.J. Schouten","D.J.G. Graus",1
"C.J. Schouten","E. Dijkgraaf",14
"C.J. Schouten","E. Irrgang",4
"C.J. Schouten","E. Ouwehand",2
"C.J. Schouten","F. Bashir",2
"C.J. Schouten","F. Koser Kaya",3
"C.J. Schouten","F.C.G.M. Timmermans",1
"C.J. Schouten","H. Brinkman",1
"C.J. Schouten","I. DezentjÃ© Hamming-Bluemink",3
"C.J. Schouten","J. Recourt",2
"C.J. Schouten","J.A. Hennis-Plasschaert",3
"C.J. Schouten","J.F. Klaver",5
"C.J. Schouten","J.J.G. van Bemmel",2
"C.J. Schouten","J.J.G.M. Biskop",2
"C.J. Schouten","J.S. Voordewind",6
"C.J. Schouten","K. Arib",6
"C.J. Schouten","K. Verhoeven",7
"C.J. Schouten","Kuiken A.H.",1
"C.J. Schouten","L.M.J.S. Helder",1
"C.J. Schouten","L.T. Bouwmeester",4
"C.J. Schouten","M.A. Berndsen",9
"C.J. Schouten","M.G.J. Harbers",3
"C.J. Schouten","M.I. Hamer",1
"C.J. Schouten","M.M. van Toorenburg",2
"C.J. Schouten","P. Ulenbelt",1
"C.J. Schouten","P.E. Smeets",1
"C.J. Schouten","P.H. Omtzigt",11
"C.J. Schouten","P.J.M.G. Blanksma-van den Heuvel",2
"C.J. Schouten","R. Vermeij",7
"C.J. Schouten","R.A. van Vliet",7
"C.J. Schouten","R.H.A. Plasterk",3
"C.J. Schouten","S. de Rouwe",4
"C.J. Schouten","S.A.M. Dijksma",5
"C.J. Schouten","S.M.J.G. Gesthuizen",7
"C.J. Schouten","T. Dibi",4
"C.J. Schouten","V.A. Groot",9
"C.J. Schouten","W. Hachchi",1
"C.J. Schouten","W. Koolmees",18
"C.J. Schouten","W. van Gent",5
"C.J. Schouten","W.J.H. Lodders",1
"C.J. Schouten","W.R.F. Kortenoeven",2
"C.J. Schouten","Y.J. van Hijum",2
"C.J.E. Kooiman","A. Elissen",1
"C.J.E. Kooiman","A. Marcouch",5
"C.J.E. Kooiman","A. Slob",2
"C.J.E. Kooiman","A.A.H. Hazekamp",1
"C.J.E. Kooiman","A.G. Schouw",1
"C.J.E. Kooiman","A.G. Wolbert",3
"C.J.E. Kooiman","A.H. Kuiken",3
"C.J.E. Kooiman","A.S. Uitslag",2
"C.J.E. Kooiman","B. van der Ham",4
"C.J.E. Kooiman","B.J. van Bochove",1
"C.J.E. Kooiman","C.G. van der Staaij",13
"C.J.E. Kooiman","C.J. Schouten",4
"C.J.E. Kooiman","E. Dijkgraaf",2
"C.J.E. Kooiman","E. Ouwehand",2
"C.J.E. Kooiman","E. van der Veen",1
"C.J.E. Kooiman","E.E. Wiegman-van Meppelen Scheppink",11
"C.J.E. Kooiman","F. Joldersma",1
"C.J.E. Kooiman","F. Koser Kaya",3
"C.J.E. Kooiman","H.G.J. Bruins Slot",1
"C.J.E. Kooiman","H.J. Beertema",1
"C.J.E. Kooiman","H.P.J. van Gerven",2
"C.J.E. Kooiman","I. DezentjÃ© Hamming-Bluemink",1
"C.J.E. Kooiman","J. Recourt",5
"C.J.E. Kooiman","J.A. Hennis-Plasschaert",1
"C.J.E. Kooiman","J.F. Klaver",1
"C.J.E. Kooiman","J.J. (Jasper) van Dijk",1
"C.J.E. Kooiman","J.J.G.M. Biskop",1
"C.J.E. Kooiman","J.R.V.A. Dijsselbloem",12
"C.J.E. Kooiman","J.S. Voordewind",12
"C.J.E. Kooiman","K. Arib",5
"C.J.E. Kooiman","L.G.J. Voortman",19
"C.J.E. Kooiman","L.T. Bouwmeester",23
"C.J.E. Kooiman","M. Ã‡elik",1
"C.J.E. Kooiman","M. Smits",1
"C.J.E. Kooiman","M.A. Berndsen",5
"C.J.E. Kooiman","M.I. Hamer",4
"C.J.E. Kooiman","M.M. van Toorenburg",13
"C.J.E. Kooiman","P.A. Dijkstra",3
"C.J.E. Kooiman","R. de Mos",1
"C.J.E. Kooiman","R.M. Leijten",6
"C.J.E. Kooiman","S.M.J.G. Gesthuizen",1
"C.J.E. Kooiman","T. Dibi",24
"C.J.E. Kooiman","W. van Gent",8
"C.J.E. Kooiman","W.R. Dille",3
"Ch.B. Aptroot","A. Slob",2
"Ch.B. Aptroot","E. Dijkgraaf",2
"Ch.B. Aptroot","E. Ouwehand",1
"Ch.B. Aptroot","E.E. Wiegman-van Meppelen Scheppink",1
"Ch.B. Aptroot","F. Bashir",4
"Ch.B. Aptroot","G.P.J. Koopmans",7
"Ch.B. Aptroot","H. Brinkman",1
"Ch.B. Aptroot","H. NeppÃ©rus",1
"Ch.B. Aptroot","I.H.C. van den Besselaar",3
"Ch.B. Aptroot","I.S.H. de CaluwÃ©",1
"Ch.B. Aptroot","J.R.V.A. Dijsselbloem",1
"Ch.B. Aptroot","J.S. Monasch",1
"Ch.B. Aptroot","K. Verhoeven",5
"Ch.B. Aptroot","L. van Tongeren",1
"Ch.B. Aptroot","L.W.E. de Jong",6
"Ch.B. Aptroot","M.C. Haverkamp",5
"Ch.B. Aptroot","P. Ulenbelt",2
"Ch.B. Aptroot","R. de Mos",4
"Ch.B. Aptroot","R.W. Leegte",1
"Ch.B. Aptroot","S. de Rouwe",12
"Ch.B. Aptroot","S.A.M. Dijksma",5
"Ch.B. Aptroot","W. Koolmees",1
"D.J.G. Graus","A.J. Koppejan",1
"D.J.G. Graus","B.A.M. Braakhuis",1
"D.J.G. Graus","C.J. Schouten",1
"D.J.G. Graus","E. Dijkgraaf",1
"D.J.G. Graus","E. Lucassen",1
"D.J.G. Graus","E. Ouwehand",3
"D.J.G. Graus","E.E. Wiegman-van Meppelen Scheppink",2
"D.J.G. Graus","G.P.J. Koopmans",7
"D.J.G. Graus","H.J. Ormel",2
"D.J.G. Graus","I.S.H. de CaluwÃ©",2
"D.J.G. Graus","J.F. Snijder-Hazelhoff",3
"D.J.G. Graus","J.J.G. van Bemmel",3
"D.J.G. Graus","K. Gerbrands",2
"D.J.G. Graus","K. Verhoeven",1
"D.J.G. Graus","L.M.J.S. Helder",4
"D.J.G. Graus","L.W.E. de Jong",1
"D.J.G. Graus","R. de Mos",2
"D.J.G. Graus","S. de Rouwe",1
"D.J.G. Graus","S.A.M. Dijksma",1
"D.J.G. Graus","W.R. Dille",1
"D.M. Samsom","A. Pechtold",9
"D.M. Samsom","A. Slob",7
"D.M. Samsom","A.J. Koppejan",3
"D.M. Samsom","A.W. Lucas-Smeerdijk",4
"D.M. Samsom","B.A.M. Braakhuis",1
"D.M. Samsom","C.G. van der Staaij",1
"D.M. Samsom","E. Dijkgraaf",7
"D.M. Samsom","E. Ouwehand",9
"D.M. Samsom","E.E. Wiegman-van Meppelen Scheppink",17
"D.M. Samsom","E.G.M. Roemer",5
"D.M. Samsom","G. Verburg",1
"D.M. Samsom","G. Wilders",1
"D.M. Samsom","H.J. (Rik) Grashoff",3
"D.M. Samsom","J.C.M. Sap",9
"D.M. Samsom","J.S. Voordewind",1
"D.M. Samsom","K. Verhoeven",1
"D.M. Samsom","L. van Tongeren",38
"D.M. Samsom","M.C. Haverkamp",2
"D.M. Samsom","M.L. Thieme",1
"D.M. Samsom","N.C. van den Berge",7
"D.M. Samsom","P.F.C. (Paulus) Jansen",11
"D.M. Samsom","P.F.C. Jansen",18
"D.M. Samsom","R. de Mos",1
"D.M. Samsom","R.W. Leegte",1
"D.M. Samsom","S. van Haersma Buma",3
"D.M. Samsom","S. van Veldhoven",39
"D.M. Samsom","S.M.J.G. Gesthuizen",1
"D.M. Samsom","T.R. van Dekken",2
"E. Dijkgraaf","A. El Fassed",1
"E. Dijkgraaf","A. Mulder",1
"E. Dijkgraaf","A. Rouvoet",2
"E. Dijkgraaf","A. Slob",33
"E. Dijkgraaf","A. van Miltenburg",1
"E. Dijkgraaf","A.G. Wolbert",2
"E. Dijkgraaf","A.H.M. Schaart",3
"E. Dijkgraaf","A.J. Koppejan",17
"E. Dijkgraaf","A.W. Lucas",1
"E. Dijkgraaf","A.W. Lucas-Smeerdijk",2
"E. Dijkgraaf","B. van der Ham",22
"E. Dijkgraaf","B.A.M. Braakhuis",10
"E. Dijkgraaf","C. van Nieuwenhuizen-Wijbenga",2
"E. Dijkgraaf","C.A. Ortega-Martijn",6
"E. Dijkgraaf","C.G. van der Staaij",4
"E. Dijkgraaf","C.J. Schouten",14
"E. Dijkgraaf","C.J.E. Kooiman",2
"E. Dijkgraaf","Ch.B. Aptroot",2
"E. Dijkgraaf","D.J.G. Graus",1
"E. Dijkgraaf","D.M. Samsom",7
"E. Dijkgraaf","E. Irrgang",2
"E. Dijkgraaf","E. Ouwehand",10
"E. Dijkgraaf","E. van der Veen",1
"E. Dijkgraaf","E.E. Wiegman-van Meppelen Scheppink",29
"E. Dijkgraaf","F. Bashir",10
"E. Dijkgraaf","F. Koser Kaya",8
"E. Dijkgraaf","G. Verburg",3
"E. Dijkgraaf","G.P.J. Koopmans",23
"E. Dijkgraaf","H. Brinkman",1
"E. Dijkgraaf","H. NeppÃ©rus",2
"E. Dijkgraaf","H.J. (Rik) Grashoff",1
"E. Dijkgraaf","H.J. Beertema",3
"E. Dijkgraaf","H.J. Grashoff",1
"E. Dijkgraaf","H.J. Ormel",9
"E. Dijkgraaf","H.P.J. van Gerven",4
"E. Dijkgraaf","I. DezentjÃ© Hamming-Bluemink",3
"E. Dijkgraaf","J. Houwers",11
"E. Dijkgraaf","J.C.M. Sap",2
"E. Dijkgraaf","J.E.J.W. Sharpe",1
"E. Dijkgraaf","J.F. Klaver",10
"E. Dijkgraaf","J.F. Snijder-Hazelhoff",13
"E. Dijkgraaf","J.J. (Jasper) van Dijk",1
"E. Dijkgraaf","J.J.G. van Bemmel",1
"E. Dijkgraaf","J.J.G.M. Biskop",2
"E. Dijkgraaf","J.R.V.A. Dijsselbloem",8
"E. Dijkgraaf","J.S. Monasch",2
"E. Dijkgraaf","J.S. Voordewind",18
"E. Dijkgraaf","K. Gerbrands",14
"E. Dijkgraaf","K. Verhoeven",7
"E. Dijkgraaf","K.G. Ferrier",5
"E. Dijkgraaf","L. Jacobi",14
"E. Dijkgraaf","L. van Tongeren",11
"E. Dijkgraaf","L.G.J. Voortman",2
"E. Dijkgraaf","L.W.E. de Jong",6
"E. Dijkgraaf","M. Azmani",6
"E. Dijkgraaf","M. Ã‡elik",5
"E. Dijkgraaf","M. Smits",6
"E. Dijkgraaf","M.C. Haverkamp",2
"E. Dijkgraaf","M.C.I. van der Werf",1
"E. Dijkgraaf","M.G.J. Harbers",4
"E. Dijkgraaf","M.H.P. van Dam",2
"E. Dijkgraaf","M.I. Hamer",3
"E. Dijkgraaf","M.L. Thieme",6
"E. Dijkgraaf","M.P.M. Holtackers",1
"E. Dijkgraaf","P. Ulenbelt",1
"E. Dijkgraaf","P.A. Dijkstra",2
"E. Dijkgraaf","P.E. Smeets",1
"E. Dijkgraaf","P.F.C. (Paulus) Jansen",1
"E. Dijkgraaf","P.F.C. Jansen",8
"E. Dijkgraaf","P.H. Omtzigt",5
"E. Dijkgraaf","P.J.M.G. Blanksma-van den Heuvel",4
"E. Dijkgraaf","R. de Mos",4
"E. Dijkgraaf","R. Vermeij",3
"E. Dijkgraaf","R.A. van Vliet",3
"E. Dijkgraaf","R.H.A. Plasterk",2
"E. Dijkgraaf","R.M. Leijten",1
"E. Dijkgraaf","S. de Rouwe",14
"E. Dijkgraaf","S. Karabulut",4
"E. Dijkgraaf","S. van Veldhoven",16
"E. Dijkgraaf","S.A.M. Dijksma",8
"E. Dijkgraaf","S.M.J.G. Gesthuizen",5
"E. Dijkgraaf","S.R. Fritsma",2
"E. Dijkgraaf","T. Dibi",2
"E. Dijkgraaf","T.M. Jadnanansing",2
"E. Dijkgraaf","T.M.Ch. Elias",4
"E. Dijkgraaf","T.R. van Dekken",1
"E. Dijkgraaf","V.A. Groot",2
"E. Dijkgraaf","W. Koolmees",5
"E. Dijkgraaf","W. van Gent",2
"E. Dijkgraaf","W.J.H. Lodders",7
"E. Dijkgraaf","W.R.C. Sterk",6
"E. Dijkgraaf","W.R.F. Kortenoeven",1
"E. Dijkgraaf","Y.J. van Hijum",5
"E. Irrgang","A. El Fassed",2
"E. Irrgang","A. Mulder",1
"E. Irrgang","A. Slob",18
"E. Irrgang","A.G. Schouw",1
"E. Irrgang","A.P.C. (Tony) van Dijck",1
"E. Irrgang","B.A.M. Braakhuis",17
"E. Irrgang","C.J. Schouten",4
"E. Irrgang","E. Dijkgraaf",2
"E. Irrgang","E. Ouwehand",7
"E. Irrgang","F. Bashir",3
"E. Irrgang","H.J. Ormel",1
"E. Irrgang","J.C.M. Sap",17
"E. Irrgang","J.H.A. Driessen",2
"E. Irrgang","J.S. Voordewind",7
"E. Irrgang","K. Verhoeven",1
"E. Irrgang","K.G. Ferrier",1
"E. Irrgang","K.H.D.M. Dijkhoff",3
"E. Irrgang","M.G.J. Harbers",4
"E. Irrgang","M.L. Thieme",1
"E. Irrgang","N. Albayrak",2
"E. Irrgang","P.E. Smeets",1
"E. Irrgang","P.J.M.G. Blanksma-van den Heuvel",5
"E. Irrgang","R.A. van Vliet",3
"E. Irrgang","R.H.A. Plasterk",28
"E. Irrgang","R.W. Knops",1
"E. Irrgang","S.W. Dikkers",7
"E. Irrgang","V.A. Groot",4
"E. Irrgang","W. Hachchi",2
"E. Irrgang","W. Koolmees",25
"E. Irrgang","W.R.F. Kortenoeven",1
"E. Lucassen","A.A.G.M. van Raak",1
"E. Lucassen","B.G. de Boer",3
"E. Lucassen","B.J. van Bochove",3
"E. Lucassen","C.A. Ortega-Martijn",3
"E. Lucassen","C.G. van der Staaij",1
